2025-08-13 10:58:18 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T10:58:18.267825", "session_id": "20250813_105653", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0012981046950340774, "quality_score": 0.7278173608563829, "detection_time": "10:58:18"}}
2025-08-13 14:01:55 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:01:55.569062", "session_id": "20250813_140104", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BULLISH", "gap_size": 0.000728655041455516, "quality_score": 0.7043934321480506, "detection_time": "14:01:55"}}
2025-08-13 14:02:26 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:02:26.031576", "session_id": "20250813_140104", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 2", "metadata": {"total_detected": 2, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0012911394130706811, "quality_score": 0.6903737003380435, "detection_time": "14:02:26"}}
2025-08-13 14:05:53 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:05:53.933786", "session_id": "20250813_140522", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BULLISH", "gap_size": 0.0011275501754594856, "quality_score": 0.7407804629871804, "detection_time": "14:05:53"}}
2025-08-13 14:20:20 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:20:20.126123", "session_id": "20250813_141807", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0019608658816695117, "quality_score": 0.8678430159356798, "detection_time": "14:20:20"}}
2025-08-13 14:23:31 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:23:31.710786", "session_id": "20250813_141807", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 2", "metadata": {"total_detected": 2, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0006764583919428209, "quality_score": 0.7614014633290052, "detection_time": "14:23:31"}}
2025-08-13 14:36:11 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:36:11.607500", "session_id": "20250813_143600", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0005680859346537711, "quality_score": 0.8023909458647789, "detection_time": "14:36:11"}}
2025-08-13 14:39:45 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:39:45.789941", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 1", "metadata": {"total_detected": 1, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0008022232050571885, "quality_score": 0.7857529645751068, "detection_time": "14:39:45"}}
2025-08-13 14:40:46 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:40:46.532581", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 2", "metadata": {"total_detected": 2, "symbol": "EURUSD", "timeframe": "H1", "type": "BULLISH", "gap_size": 0.0018620354463643872, "quality_score": 0.6573823671133425, "detection_time": "14:40:46"}}
2025-08-13 14:40:56 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:40:56.645044", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 3", "metadata": {"total_detected": 3, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0007345215480090273, "quality_score": 0.788497184758667, "detection_time": "14:40:56"}}
2025-08-13 14:41:37 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:41:37.217358", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 4", "metadata": {"total_detected": 4, "symbol": "EURUSD", "timeframe": "H1", "type": "BULLISH", "gap_size": 0.0005756413626426008, "quality_score": 0.8115938607117751, "detection_time": "14:41:37"}}
2025-08-13 14:42:17 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:42:17.820412", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 5", "metadata": {"total_detected": 5, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0019931514364775987, "quality_score": 0.8182537228058211, "detection_time": "14:42:17"}}
2025-08-13 14:44:38 | INFO     | BlackBox.fvg | {"timestamp": "2025-08-13T14:44:38.861645", "session_id": "20250813_143904", "category": "fvg", "level": "SUCCESS", "message": "FVG detectado - Total: 6", "metadata": {"total_detected": 6, "symbol": "EURUSD", "timeframe": "H1", "type": "BEARISH", "gap_size": 0.0017061288082188266, "quality_score": 0.8268493719192872, "detection_time": "14:44:38"}}
